start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 18% citric, 1200ppm Cap B, 1.1% APG (18) - April 11 - 70C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 1800 ppm  CAPB,4% APG (408) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 2000 ppm  CAPB,4% APG (409) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 2000 ppm  CAPB,4% APG (411) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 1800 ppm  CAPB,4% APG (410) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8% HS, 12% Citric, 1800 ppm  CAPB,4% APG (412) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8% HS, 12% Citric, 2000 ppm  CAPB,4% APG (413) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 1800 ppm  CAPB, 2% APG (415)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,Zeta_dilution,Conductivity_dilution,Size_dilution,PI_Dilution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,22-Nov-24,,Clear solution,-13.7,11.5,53.71,0.6272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,09-Jan-25,,gel prec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution - Cleartech APG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 1800 ppm  CAPB, 2.5% APG (418)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,Zeta_dilution,Conductivity_dilution,Size_dilution,PI_Dilution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,22-Nov-24,,Clear solution,-14.33,11.06,66.32,0.4756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,09-Jan-25,,gel prec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8% HS, 12% Citric, 2000 ppm  CAPB, 2.5% APG (416)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,Zeta_dilution,Conductivity_dilution,Size_dilution,PI_Dilution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,22-Nov-24,,Clear solution,-15.03,11.39,102.1,0.4781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 1500 ppm  CAPB, 2.5% APG (417)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,22-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 1800ppm CapB, 2.5% APG   (NEW APG)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,Zeta_dilution,Conductivity_dilution,Size_dilution,PI_Dilution,Zeta_Concentrate,Conductivity_Concentrate,Size_Concentrate,PI_Concentrate,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,27-Nov-24,,Clear solution,-10.15,12,78.45,0.5661,-0.4163,5.78,36.76,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS, 12% Citric, 1800ppm CapB, 2% APG (441)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,(unstable RT concentrate),Temp 40C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 5,16-Dec-24,,Gel precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 1800ppm CapB, 2% APG (442)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS, 12% Citric, 2000ppm CapB, 2% APG (443)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,(unstable RT concentrate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 5,16-Dec-24,,Gel precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 2000ppm CapB, 2% APG (444) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,(unstable RT concentrate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS, 12% Citric, 2300ppm CapB, 2% APG (445) -  unstable Concentrate ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,(unstable RT concentrate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 1800ppm CapB, 2% APG (446)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,09-Jan-25,,Gel precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 1800ppm CapB, 2.2% APG (447)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,09-Jan-25,,gel prec. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 2000ppm CapB, 2% APG (448)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 2000ppm CapB, 2.2% APG (439)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 2300ppm CapB, 2% APG (450) -  unstable Concentrate ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,(unstable RT concentrate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 2300ppm CapB, 2.2% APG (451)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 2000ppm CapB, 2% APG (452) -  unstable Concentrate ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,(unstable RT concentrate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 2500ppm CapB, 2.2% APG (453) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,(unstable RT concentrate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS, 12% Citric, 2000ppm CapB, 2.5% APG (No name 1) - Stable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS, 12% Citric, 1800ppm CapB, 2.5% APG (No name 2) - Stable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS, 12% Citric, 2500ppm CapB, 2.5% APG (No name 3) - Stable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS, 12% Citric, 2300ppm CapB, 2.5% APG (No name 4) - Stable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 1800ppm CapB, 2.5% APG (No name 5) - Stable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 2000ppm CapB, 2.5% APG (No name 6) - Stable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 2500ppm CapB, 2.5% APG (No name 7) - Stable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 2300ppm CapB, 2.5% APG (No name 8) - Stable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS 12% Citric, 3000ppm CapB, 2% APG (No name 9) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 800ppm CapB, 8% APG (No name 10) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% citric, 2800ppm CapB, 2% APG (No name 11) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 1000ppm CapB, 8% APG (No name 12) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% citric, 3000ppm CapB, 2% APG (No name 13) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 800ppm CapB, 6% APG (No name 14) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS, 12% citric, 2800ppm CapB, 2% APG (No name 15) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 800ppm CapB, 8% APG (No name 16) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% citric, 3000ppm CapB, 2.2% APG (No name 17) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 2300ppm CapB, 2% APG (No name 18) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS, 12% citric, 3000ppm CapB, 2.5% APG (No name 19) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 2500ppm CapB, 2.2% APG (No name 20) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS, 12% citric, 2500ppm CapB, 2% APG (No name 21) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% Citric, 2500ppm CapB, 2% APG (No name 22) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 14% citric, 2800ppm CapB, 2.2% APG (No name 23) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 2500ppm CapB, 2.5% APG (No name 24) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 10% citric, 2300ppm CapB, 2% APG (No name 25) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 2000ppm CapB, 2% APG (No name 26) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% citric, 3000ppm CapB, 2.5% APG (No name 27) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS, 12% Citric, 2500ppm CapB, 2.5% APG (No name 28) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% citric, 2500ppm CapB, 2% APG (No name 29) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 1800ppm CapB, 8% APG (No name 30) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% citric, 2700ppm CapB, 2% APG (No name 31) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS, 12% Citric, 1800ppm CapB, 2.5% APG (No name 32) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% citric, 3000ppm CapB, 2% APG (No name 33) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% citric, 2300ppm CapB, 2% APG (No name 34) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 10% citric, 2300ppm CapB, 2.5% APG (No name 35) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% citric, 2700ppm CapB, 2.5% APG (No name 36) -  unstable Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 800ppm CapB, 2% APG (454)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,12-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,09-Jan-25,,gel prec. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 800ppm CapB, 2.2% APG (455)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,(unstable RT concentrate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,12-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 4,16-Dec-24,,Gel precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 1000ppm CapB, 2% APG (456)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,12-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,09-Jan-25,,gel prec. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 1000ppm CapB, 2.2% APG (457)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,12-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,13-Jan-25,,gel prec. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8% HS, 12% Citric, 800ppm CapB, 2.2% APG (463)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,12-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,09-Jan-25,,gel prec. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8% HS, 12% Citric, 1000ppm CapB, 2% APG (464)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,12-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,13-Jan-25,,gel prec. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8% HS, 12% Citric, 1000ppm CapB, 2.2% APG (465)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,12-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,13-Jan-25,,gel prec. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8% HS, 12% Citric, 800ppm CapB, 2% APG (462)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
